Tweet,Sentiment
PROUD OF OUR TRIBE ,neu
 Did u forgt Mr    when he was  n  as   he was on bail in a very true case of attack on  n   By d wy he s agn on bail ri  nw n strglng to b  agn ,neu
Check out  s video     Yes is purposefully hai to hide corruption of his Govt    jackal tujhay nee chorein gey   ,neu
Check out Gullu badshah s video     lt faiz kay seenay per    goli lagee   Iss watan ko defend kernay mein  goliyian khaein n EKh zalil  hai joh khaakum BA dahan mulk ko nuqsaan kee baath aasaani se kehta hai     salute   shaheed,neu
Govt heli how the cm of KP justify transporting a seditionist a traitor   law breaker    slap a case on CM KP,neu
 What s wrong with you   Kia mazaq bana rakha hai Ye karny k liye government me Anna tha  Ye to  bi kr sakta tha      ,neu
CJP is request   not to interfere in Chief executives work   on the behest of that busted    Be careful   You hv your jurisdiction n you are a govt servant   Remember   ,neu
 and  you lost it to   ,neu
Bunair mein kharay ho ker bajorh bajorh ker ra tha    Kucch ziyaada hee Nashay mein tha     gag him from channels  ,neu
Yeh  manhoos kee govt nay Kia n Abh acting ker ra hai jhoot bol ra hai   Allah humein inn zaliloun kay shar se bchaye   ,pos
    hun skoon e ly nzary ab apki bari hai jnab  sab  ,neu
If they came in powe just to make use of  better then Imran Niazi and surrender to civil supremacy then  was better option as compared to them   ,neu
Check out  s video     See      exposed   He is just a liar and a cheat   working on someone s agenda  ,pos
SMQ and Ali Zaidi s shocking confession against PTI government  Zafar Na      via   is sabotaging Pakistan s efforts to revive economy  This bastard has gone to far   He should be jailed ,pos
Gag  yeh fitna hai ,pos
 is history so now don t discuss him at all   just try n fix his distorted Pakistan  Economy n all    we don t hv time to waste   Except if he Interfere to much put him in jail   ,pos
 What about  type regimes writing to  one after one  What about  and   Mr  discussing in his speeches  Will most of all  regimes  These and many many more under your supervision  Don t you think you r a ,neu
 is playing to the script exactly like India wants him to Like the Pied Piper he s got half his nation to follow him to destruction He s created a divide in the Pak Army  news is  there are signs of mutiny  This avenges his insult by the Army ,pos
 Yahi Usool  kay waqt  kyun badal jataa hai  Unhun ney to mehez   jumley kahey thay  Jabkey  ney to   tukrey karney se lekey  De nuclearize honey takk ka kehdia  Na Difatir seal huey  Na Karkuno kay gharon par chaapey parey  ,neu
     your game is over,pos
Don t involve  in your bloody propaganda you bloody looser n liar        counter this criminal now   He is too much   Has made everything a joke   Pak Army   Constitution  Foreign relations and law n order   He is threatening r mulk,pos
    par with pti par lanat lanat,pos
 Apko preshan huny ki zarort ni ha   jo b likh rha ha   bt ha yh to khan sb khud b bahaduri dikhaen container sy nichy utar k   yh phr peshawar ma he chuppy rhyn    Inqalaab k lye phr juttian khani prti ha   bahadur bano ajao isbr phr sy     k Chamcho,pos
We should forget  for a while n concentrate on governance n to bring prices under control   plus stabilise Pakistan   Niazi is wastage of time   Ha if he breaks law   don t be hesitant   simply act  ,pos
 Overseas Pakistani will be allowed to choose their representative so fake news band begairat chamche  ke,neu
    Yaad rahe begairat  k din ginne ja chukke hain taba o barbaad kar dia Pakistan economy ko,pos
Hahahaha      ,neu
Absolutely right   Sarkar must be lifted more  KP needs ,neu
Word DALLA is also not available in Black s Law Dictionary but  Broker  is  I think translation of  BEGHAIRAT  as  BEGHAIRAT INSAAN  in dictionary is so accurate if it extends to  as a Politician otherwise it is an abuse       ,neu
NRO  nhi Milly GA            ,pos
 Mission Impossible says President     Boss Asif Ali Zardari   NRO  nahi Millega     ,pos
Pakistan ka David Koresh  ,neu
Shame on you  ,neu
All damage in capital  per daalo of          ,neu
  Hahaha   hota ha    ,neu
  Exactly  Arsonist employed by  gang to achieve his goals   It s pathetic  ,neu
I think after seeing   people burning trees in capital those who were with  are bloody arsonist  They spread to margalla too n in    Baluchistan too plus kahota   Same pattern   Niazi also using their services for his meetings     They should be screened ,pos
CHARSI HAWASHKHOR  NE   KE MUH PE THUUUKAA AUR  INHONE  BADI SHAAN SE CHAAT BHI LIYA KYA YEH LOG PE  HO NA CHAHIYE                  ,neu
 Murderer of these innocent people  ,neu
D  chowk mein  kee siyasat kee qabar bunaao  ,pos
  Tum bysharm kal kitny yaqeen sy  bol rhy thy k  yeh kry ga woh kry ga kash tum bi sharm sy dobb marty magar tum main shahid  ka  hi ni tha is liye tum ko sb  hy,neu
      why you invite the one sided  if the whole nation know he will be always against       ,neu
   Surrender in blood ,neu
 Mulkk pr ik shaitan sa banda jo Musalath hay  sahb,pos
SCP is responsible for what has happened in Islam  B  it s help all was under control    burned green belt  looted ATM n destroyed metro instillations   who is responsible for the death of the the policeman   Imran n two supporting judges should answer  ,pos
     Ab to siasi maut mar hi jana chaye  ko kafi noeksan kar hai aur mezeed kabil e bardasht nai,neu
It was a  in       when Pak was partitioned in two It is a  now  will it be four this time     ,neu
 tera time khatm  khatm  ,pos
Appreciable role of    psychologically damaged the so called drama of     Established writt of the state   Well done Rana sab      failed drastically,neu
 very disappointing        feel so happy Pakistan reject  and Co,neu
   Lol  Bengali dude do u recall how many Bengalis were murdered in cold blood by his uncle    Well u r not a Sude afterall,neu
 fitna namanzoor,pos
Kameenay  Aaj yasin malik kay leye bol nay ka din   Tum nay apna drama lagaya hoa hai   Yasin got Life meanwhile   Our kashmiri huriyyat leader   Azadi toh occupied Kashmir kee demand hai   Bastard leave us alone ,neu
Kameenay  nay capital per dehshat hamla Kia   Iss ko Pakistani huraryein gey,neu
  used to sing  s G n like    And today  is trying to awaken the pride of    jago to     ,neu
 should call of the march n rethink the strategy in assembly only     cars procession from A KPK city has just started   It s hilarious  ,neu
Aik to  aur dusra    PDM aur police in names se bohat Darti ha       ,neu
Check out AM s video     First blood of a policeman as a result off stupid way of short march by  He should pay   Koi SCP jaye Iss per  ,pos
 is just a trend no one is coming Q k hm ghoulaam nahi k kuch kro b naa state k ley or hm ap k ley road pe nikal b aye no and never to  and   ,pos
 Bhai sb ap pehle  k qadmo se bahir tu nikle     Ary wale sab k sab Hami bane han  k    ,neu
Why from Peshawar Not Mianwali or Banigala     March,neu
 Agaya  janu,neu
Meanwhile  Niazi will observe all of  his swimmers  from a KP sarkar s helicopter     ,pos
Today  PTI speaker Punjab Assembly was very happy accepting resignation from a N League MPA  Faisal Niazi   So  anyone who is coming to them is not lota  but those who leave them are lotas    s hypocrisy has no limits ,pos
  Ufff Bht Heavy baat kar di  shb,neu
Pakistan per jaan deynay waalay bohat hein   With timely  exit Pakistan is safe   InshaAllah on the road to progress again    ,neu
Shiren mazari ko arrest kr k Imran niazi ki ghtaya bad ikhlaqi pa parda dala gya or awam mein jo gusa ta usko divert kia gya shame on fitna imrania   bad Kirdar   dajal,pos
 kutty ki zuban  pr Pani k bjy chars ya shrab dalo  ,neu
    of Pakistan lives in Punjab n this  has paralysed it  Becoming a sheikh mujeeb of West Pakistan now   He should be tried for treason along with  the main culprit  ,neu
                                                                                                                                                                                    Bhutto Biilawal Nawaz Shareef Niazi Imran Pakistan  ,neu
 Regime,neu
 Arrested            ,neu
 Don t forget nuclear     int l establishment wanna cap it  therefore may be behind it  If you remember  statement in USA that Pakistan can consider       if    ,neu
 Pata nahi kis gater ki paidawar hai yeh ghaliz admi   ,neu
Reforesta Totem guards NFTs are designed to provide a sustainable future of the Amazon forests as well as protect the biodiversity of this area         ,neu
The master of mind games   ,neu
Shame ,neu
  Lanat  for deleting tweets ans showing grace for the pathetic person like   ,neu
The master of diversions  ,neu
 Ang king of trolling  The dummy husband will be in extreme agony and pain that why she calls Imran time and again ,neu
The master of filthy mind games ,neu
 kutta insan ,neu
 Upercut    ,neu
 You are defending torment and browbeating remarks made by a scoundrel called  then shame on you,neu
This is disgusting   He is the one who talks about Riasat E Madina           ,neu
 son of a S   amp t    Arrest this B  rd niazi ,pos
Let s hope and pray that all settles in Punjab too   and nee federal govt along with provinces sit down n solve economic issues created by mismanagement of a novice team of     Pakistan    first   Proud of our Team in UN  ,pos
